date,state,positive,probableCases,negative,pending,totalTestResultsSource,totalTestResults,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20201202,DE,36698,1398,391835,,totalTestEncountersViral,748039,273,,34,,,,17907,A+,12/1/2020 18:00,2020-12-01T18:00:00Z,12/01 13:00,779,,2020-12-01T18:00:00Z,,37254,,35300,685,94,748039,428533,,,,,,,,,,,10,355,928,428533,3851,428533,2,0,04974369fda39e4aabbdd51d69f54d95d19f83cf,0,0,0,0,0,
20201202,FL,1001800,91045,6336387,5701,totalTestEncountersViral,12615881,4248,56269,,,,,,A,12/1/2020 23:59,2020-12-01T23:59:00Z,12/01 18:59,19012,56269,2020-12-01T23:59:00Z,11242214,1299132,9890498,910755,19012,,12615881,7338187,650372,71851,578113,630838,69600,560932,,,,,12,9890,40478,7343888,98399,7338187,96,377,0424752d30b2bfff001399407d145c75c38c32cb,0,0,0,0,0,
20201202,GA,428980,,3933984,,totalTestsViral,4362964,2644,35326,,6569,,,,A+,12/2/2020 14:50,2020-12-02T14:50:00Z,12/02 09:50,9567,35326,2020-12-02T14:50:00Z,4362964,402092,,428980,8830,737,,,365326,36263,,,,,,53159,,,13,4051,19946,4362964,23997,4362964,52,263,3fe9869286db40ef9ace003c7fafb80eb1137201,0,0,0,0,0,
20201202,GU,6920,138,78566,,posNeg,85486,38,,10,,7,,6005,B,12/2/2020 05:00,2020-12-02T05:00:00Z,12/02 00:00,112,,2020-12-02T05:00:00Z,85348,,,6782,,,,,226,12,,,,,,,1972,127,66,31,417,85486,448,85486,0,0,4dfd2e39bc38e0fc0808bf6188d3e163f9e395be,0,0,0,0,0,
20201202,HI,18342,298,295153,,totalTestEncountersViral,677445,54,1291,19,,15,,11958,B,12/1/2020 05:59,2020-12-01T05:59:00Z,12/01 00:59,244,1291,2020-12-01T05:59:00Z,,18036,,18044,,,677445,308090,,,,,,,,,,,15,76,0,313495,4281,313495,0,3,49b475f005919b8d67804e5bad148f62cd9d6c8a,0,0,0,0,0,
20201202,IA,205773,,872256,,posNeg,1078029,1162,,226,,131,,142246,A+,12/2/2020 00:00,2020-12-02T00:00:00Z,12/01 19:00,2449,,2020-12-02T00:00:00Z,,,,205773,,,,1080193,,,,76512,4961,71511,144130,29027,,,19,2375,2662,1078029,5037,1078029,18,0,74f5fb0fbe5d7b17aa6d562d4dc79bd6d7b2f9b9,0,0,0,0,0,
20201202,ID,103305,15886,389829,,totalTestsPeopleViral,477248,446,4135,110,769,,,41354,A,12/1/2020 19:00,2020-12-01T19:00:00Z,12/01 14:00,960,4135,2020-12-01T19:00:00Z,720635,,,87419,881,79,,477248,,,,,,,,,31219,,16,1607,1424,493134,2572,493134,31,86,2e5752a79fc76f6af7d1c785bcdfe198242148f1,0,0,0,0,0,
20201202,IL,748603,6259,9950983,,posNeg,10699586,5764,,1190,,714,,,A,12/2/2020 00:00,2020-12-02T00:00:00Z,12/01 19:00,13397,,2020-12-02T00:00:00Z,10699586,,,447491,12639,758,,,,,,,,,,,,,17,9757,75750,10699586,85507,10699586,266,0,4e4515887de2e33ab70b1fa3135e5adb65c319d9,0,0,0,0,0,
20201202,IN,350970,,1881132,,totalTestsViral,4342486,3441,26854,1001,4867,407,,208176,A+,12/1/2020 23:59,2020-12-01T23:59:00Z,12/01 18:59,5973,26854,2020-12-01T23:59:00Z,4342486,320141,,,5688,285,,2232102,,,,,,,,,,,18,6597,8247,2232102,46499,2232102,109,430,1b783f1828322d68c9fbf5afd33b8abbf7b9b793,0,0,0,0,0,
20201202,KS,162061,,669121,,posNeg,831182,1196,5290,298,1390,125,409,3512,A+,12/3/2020 10:00,2020-12-03T10:00:00Z,12/03 05:00,1679,5290,2020-12-03T10:00:00Z,,,,,,,,831182,,,,,,,,,,,20,4615,3683,831182,8298,831182,119,185,f5e6e12fc31c9cc1938deb19f4b8b573ef11d8ca,0,0,0,0,0,
20201202,KY,186765,32505,2465549,,totalTestsViral,2619809,1768,10190,427,2482,234,,28486,B,12/1/2020 00:00,2020-12-01T00:00:00Z,11/30 19:00,1980,10190,2020-12-01T00:00:00Z,2619809,,,154260,1909,71,,,95698,,,,,,,,115488,,21,3597,8825,2652314,11557,2652314,37,0,038cfc2d186e624aaf73ace87be73ea77527c8af,0,0,0,0,0,
20201202,LA,241335,13555,3277164,,posNeg,3518499,1288,,,,134,,202891,A,12/2/2020 13:00,2020-12-02T13:00:00Z,12/02 08:00,6501,,2020-12-02T13:00:00Z,3504944,,,227780,6231,270,,,,,,,,,,,113951,,22,3595,60453,3518499,64048,3518499,46,0,aaf70e082009f6705b3e1f332f687a1d82c2f3f7,0,0,0,0,0,
20201202,MA,234232,8445,3161191,,totalTestsViral,8566262,1259,14139,264,,126,,155473,A+,12/1/2020 23:59,2020-12-01T23:59:00Z,12/01 18:59,10824,14139,2020-12-01T23:59:00Z,8566262,282607,,225787,10588,236,,3386978,,,,132492,12130,,270281,,,,25,5027,18695,3395423,105845,3395423,46,0,6d8429c4270a6b05dd683deb2dfd510ad76bfc09,0,0,0,0,0,
20201202,MD,203355,,2168003,,totalTestsViral,4496011,1578,21395,359,,,,8648,A,12/2/2020 10:00,2020-12-02T10:00:00Z,12/02 05:00,4715,21395,2020-12-02T10:00:00Z,4496011,243152,,203355,4558,157,,2371358,,,,160122,15776,144346,,,,,24,2220,11427,2371358,35566,2371358,42,189,b2b7102b0d7fca25270e836bb0b2201e3a1635a9,0,0,0,0,0,
20201202,ME,12208,1338,880133,,posNeg,892341,138,725,46,,15,,9564,A+,12/1/2020 23:59,2020-12-01T23:59:00Z,12/01 18:59,218,725,2020-12-01T23:59:00Z,891003,14758,875702,10870,216,2,,,12797,404,12381,,,,,,23993,792,23,232,10400,892341,10632,892341,4,16,02ab35d5c6c908b81a1bb19fc7db73c65e5dd02c,0,0,0,0,0,
20201202,MI,402886,29689,6359136,,posNeg,6762022,4266,,837,,509,,165269,A+,12/2/2020 00:00,2020-12-02T00:00:00Z,12/01 19:00,9842,,2020-12-02T00:00:00Z,6831058,471922,6359136,373197,9405,437,,,370666,,,,,,,,,,26,7433,38000,6762022,45433,6762022,83,0,0676e0a6babeefc20d0b9271cd908762440b9a8d,0,0,0,0,0,
20201202,MN,327477,7176,2236442,,totalTestEncountersViral,4218617,1704,17378,354,3873,,,286219,A,12/1/2020 17:00,2020-12-01T17:00:00Z,12/01 12:00,3692,17378,2020-12-01T17:00:00Z,,,,320301,3613,79,4218617,2556743,,,,,,,,,107730,,27,5165,12827,2563919,38689,2563919,77,267,337ea51feedf1dd0313e8ea793c46b397cba431c,0,0,0,0,0,
20201202,MO,305370,,1520005,,totalTestsViral,3103739,2651,,670,,354,,,A+,12/2/2020 00:59,2020-12-02T00:59:00Z,12/01 19:59,4043,,2020-12-02T00:59:00Z,3103739,338277,2759392,305370,,,,1825375,95670,8325,87140,90517,3618,71709,76621,,130416,19631,29,2679,3109,1825375,14639,1825375,37,0,ee60d182f5ee839b5fa0d10e20108c7f0914e88a,0,0,0,0,0,
20201202,MP,106,,17010,,posNeg,17116,,4,,,,,29,D,12/1/2020 00:00,2020-12-01T00:00:00Z,11/30 19:00,2,4,2020-12-01T00:00:00Z,23944,,,106,2,,,17116,,,,,,,,,,,69,0,0,17116,0,17116,0,0,ac5466cf17818ecd51118b07a230af85dff26547,0,0,0,0,0,
20201202,MS,156868,33122,982395,,posNeg,1139263,1135,7486,264,,138,,128746,A+,12/1/2020 00:00,2020-12-01T00:00:00Z,11/30 19:00,3851,7486,2020-12-01T00:00:00Z,1104632,,,123746,3346,505,,,51554,95,,,,,,,210647,,28,2457,0,1139263,2457,1139263,15,0,57d84fb1798aa2abe5908061a5da989a6c8dc656,0,0,0,0,0,
20201202,MT,64340,,599241,,posNeg,663581,478,2733,90,,45,,47533,A,12/2/2020 01:59,2020-12-02T01:59:00Z,12/01 20:59,713,2733,2020-12-02T01:59:00Z,663581,,,64340,,,,,,,,,,,,,,,30,1135,1551,663581,2686,663581,15,53,9307000d807e8e8112108df605fc6fcc514141b0,0,0,0,0,0,
20201202,NC,371594,22314,5006410,,posNeg,5378004,2039,,508,,,,315979,A+,12/2/2020 12:10,2020-12-02T12:10:00Z,12/02 07:10,5366,,2020-12-02T12:10:00Z,5355690,,,349280,5192,174,,,,,,,,,,,124631,,37,4199,29768,5378004,33967,5378004,82,0,e17af270d648f9483f8329e25f5b482bbb664a2e,0,0,0,0,0,
20201202,ND,80135,,271517,,totalTestEncountersViral,1096339,316,2791,38,435,,,73933,B,12/2/2020 01:59,2020-12-02T01:59:00Z,12/01 20:59,972,2791,2020-12-02T01:59:00Z,1153230,,,80135,966,6,1096339,351652,12055,1007,11048,,,,,,,,38,480,334,351652,5195,351652,12,40,343531b345be930d7d765724301477bdcba446de,0,0,0,0,0,
20201202,NE,130194,,618172,,totalTestsViral,1386201,869,4380,,,,,64975,A,12/2/2020 00:45,2020-12-02T00:45:00Z,12/01 19:45,1080,4380,2020-12-02T00:45:00Z,1386201,148080,1236550,130194,,,,748721,,,,,,,,,,,31,1787,1855,748366,15866,748366,62,64,17710154292122d334f1aa3ceffcf43db3aa62e3,0,0,0,0,0,
20201202,NH,22332,,405484,,totalTestsViral,831649,162,842,,279,,,17101,B,12/2/2020 09:00,2020-12-02T09:00:00Z,12/02 04:00,537,842,2020-12-02T09:00:00Z,831649,,,22332,,,,427816,34261,,,33348,,,,4212,,,33,566,3161,427816,6549,427816,9,1,fcd71d509ffd3b574661875029d047816aa012c8,0,0,0,0,0,
20201202,NJ,346206,,5787381,,posNeg,6133587,3287,41745,599,,354,,44380,A,12/2/2020 00:00,2020-12-02T00:00:00Z,12/01 19:00,17145,41745,2020-12-02T00:00:00Z,6133587,,,346206,15309,1836,,,,,,,,,,,,,34,4296,38189,6133587,42485,6133587,62,440,9450518d6a845a393f8f61e648b16fd2ada755b9,0,0,0,0,0,
20201202,NM,100963,,1491259,,posNeg,1592222,940,7019,,,,,34411,A,12/2/2020 17:50,2020-12-02T17:50:00Z,12/02 12:50,1629,7019,2020-12-02T17:50:00Z,1592222,,,100963,,,,,,,,,,,,,,,35,1544,10919,1592222,12463,1592222,40,121,6fe1d76dc326e5742e0fac4236dc2d335656cbf9,0,0,0,0,0,
20201202,NV,156996,,834431,,totalTestEncountersViral,1664999,1652,,352,,202,,,A,12/2/2020 00:00,2020-12-02T00:00:00Z,12/01 19:00,2201,,2020-12-02T00:00:00Z,1154583,,,156996,,,1664999,991427,,,,,,,,,,,32,2129,2542,991427,11141,991427,35,0,85cf95c3e4d8f2499d2b9e8ab6c1a54ccf67c4f0,0,0,0,0,0,
20201202,NY,664238,,19097486,,totalTestEncountersViral,19761724,3924,89995,742,,373,,86201,B,12/1/2020 14:00,2020-12-01T14:00:00Z,12/01 09:00,26889,89995,2020-12-01T14:00:00Z,,,,664238,,,19761724,,,,,,,,,,,,36,8973,184578,19761724,193551,19761724,73,0,33492631b0323d6313a62adb46f94b8403eb2810,0,0,0,0,0,
20201202,OH,437928,23713,5779816,,posNeg,6217744,5208,27885,1222,4781,714,,289768,A+,12/2/2020 14:00,2020-12-02T14:00:00Z,12/02 09:00,6671,27885,2020-12-02T14:00:00Z,6194031,,,414215,6224,447,,,,,,,,,,,,,39,7835,26978,6217744,34813,6217744,123,436,a305b5ee79a10b355bf2a8be1db524ad3c6ff8db,0,0,0,0,0,
20201202,OK,202341,,1940738,8035,posNeg,2143079,1782,12578,475,,,,170905,A+,12/2/2020 00:00,2020-12-02T00:00:00Z,12/01 19:00,1812,12578,2020-12-02T00:00:00Z,2151411,206750,1940738,202341,,,,,97315,6248,,,,,,,,,40,2859,17270,2151114,20129,2143079,54,285,845f931ff3a85d7509cad0c541e8a3ba6f48d793,0,0,0,0,0,
20201202,OR,78160,3531,969115,,posNeg,1047275,620,4745,113,,56,,5870,A+,12/2/2020 03:01,2020-12-02T03:01:00Z,12/01 22:01,953,4745,2020-12-02T03:01:00Z,2021942,112392,1909550,74629,,,,1043744,,,,,,,,,,,41,1506,3687,1047275,5193,1047275,17,96,8a1c9ea5c2bbefd715f9d83bf4db3402e10d0a25,0,0,0,0,0,
20201202,PA,375431,27388,2852624,,posNeg,3228055,4982,,1048,,565,,225258,A+,12/2/2020 12:00,2020-12-02T12:00:00Z,12/02 07:00,10757,,2020-12-02T12:00:00Z,5708285,,,348043,,,,3200667,,,,,,,,,,,42,8291,16179,3228055,24470,3228055,194,0,5782da2831f2246b7e131401fa546ef33d40ba96,0,0,0,0,0,
20201202,PR,53708,1699,305972,,posNeg,359680,638,,99,,88,,44947,B,12/2/2020 00:00,2020-12-02T00:00:00Z,12/01 19:00,1144,,2020-12-02T00:00:00Z,310546,7002,303412,52009,918,226,,,,41505,,,,,,,,,72,388,0,359680,388,359680,22,0,ebed04408fc500abf79670d6beae99b74bf35e7a,0,0,0,0,0,
20201202,RI,59005,,477901,,totalTestEncountersViral,1574531,408,4732,45,,28,,3839,A+,12/2/2020 13:00,2020-12-02T13:00:00Z,12/02 08:00,1391,4732,2020-12-02T13:00:00Z,,72433,1502098,59005,,,1574531,536906,,,,,,,,,,,44,1099,2094,536906,12617,536906,11,62,bd2c626d9693d6e5f1ee561d41def4f37b8060c9,0,0,0,0,0,
20201202,SC,220835,14182,2212066,,posNeg,2432901,911,12023,250,,118,,116292,A+,11/30/2020 23:59,2020-11-30T23:59:00Z,11/30 18:59,4444,12023,2020-11-30T23:59:00Z,2418719,271861,2146858,206653,4126,318,,,90903,11896,79007,,,,,,231716,26375,45,1923,13952,2432901,15875,2432901,40,113,24c26a09c54a7a7e56afa66e51bfd4fcd20babbf,0,0,0,0,0,
20201202,SD,82203,5765,250337,,totalTestsPeopleViral,332540,531,4626,107,,63,,66351,A+,12/1/2020 14:00,2020-12-01T14:00:00Z,12/01 09:00,995,4626,2020-12-01T14:00:00Z,620883,,,76438,,,,332540,,,,,,,,,,,46,1291,716,332540,2007,332540,47,54,bcc9b21d7a3d592645a8639dec8ab269f4aeb5a6,0,0,0,0,0,
20201202,TN,384285,31114,4221104,,posNeg,4605389,2744,12310,664,,323,,342115,A+,12/2/2020 15:00,2020-12-02T15:00:00Z,12/02 10:00,4688,12310,2020-12-02T15:00:00Z,4574275,415513,4158762,353171,4282,406,,,,,,,,,,,325778,32306,47,4099,19057,4605389,23156,4605389,50,101,22fca41d55807ddeffe829fb0d30c77e8d887341,0,0,0,0,0,
20201202,TX,1200674,,9731872,,posNeg,10932546,9109,,2544,,,,993151,A,12/2/2020 17:45,2020-12-02T17:45:00Z,12/02 12:45,21756,,2020-12-02T17:45:00Z,10932546,,,1200674,,,,,575536,61488,,,,,,,682029,56878,48,16424,45920,10932546,62344,10932546,207,0,b5531c6a96f964b0c84c785b2e6d1a4b6cf1650d,0,0,0,0,0,
20201202,UT,202220,,1149122,,totalTestsViral,1848316,584,8423,202,1506,,543,138995,A+,12/2/2020 10:07,2020-12-02T10:07:00Z,12/02 05:07,906,8423,2020-12-02T10:07:00Z,1848316,199992,1648324,185237,,,,1334359,,,,,,,107300,17162,238835,17845,49,4004,4875,1351342,12722,1351342,16,144,06e10e25b76bad1e2be7bccc8513aee6268eec53,0,0,0,0,0,
20201202,VA,242480,28094,3136510,388,totalTestEncountersViral,3350896,1860,14883,427,,188,,24620,A+,12/1/2020 17:00,2020-12-01T17:00:00Z,12/01 12:00,4113,14883,2020-12-01T17:00:00Z,,253961,,214386,3768,345,3350896,,,,,,,,,,,,51,2417,8000,3379378,9470,3378990,20,158,4f6cedb7d9a2aa80f8f60dbd2d22d0179cfbf7d0,0,0,0,0,0,
20201202,VI,1563,,27247,86,posNeg,28810,,,,,,,1497,D,12/2/2020 09:30,2020-12-02T09:30:00Z,12/02 04:30,23,,2020-12-02T09:30:00Z,28896,,,,23,,,,,,,,,,,,,,78,13,219,28896,232,28810,0,0,beeb258cd0abc6b6fe3d188efc67a46483784e0d,0,0,0,0,0,
20201202,VT,4461,,221497,,totalTestsViral,559575,33,,4,,,,2655,B,12/1/2020 23:59,2020-12-01T23:59:00Z,12/01 18:59,74,,2020-12-01T23:59:00Z,559575,,,4239,74,,,225958,,,,,,,,,,,50,0,508,225958,3942,225958,2,0,42062a45cee5179b58a3ffbcd786baa9d07d761c,0,0,0,0,0,
20201202,WA,167216,,2753107,,totalTestEncountersViral,2894367,981,10920,,,128,,,B,12/1/2020 02:59,2020-12-01T02:59:00Z,11/30 21:59,2805,10920,2020-12-01T02:59:00Z,,,,167216,2805,,2894367,,,,,,,,,,,,53,2197,0,2920323,0,2920323,31,25,ca0525957383045a6b12e5bb6aa6754b751ebd65,0,0,0,0,0,
20201202,WI,420930,25840,2162616,158,totalTestEncountersViral,4479199,1780,17569,397,1835,,,325587,A+,12/2/2020 00:00,2020-12-02T00:00:00Z,12/01 19:00,3703,17569,2020-12-02T00:00:00Z,,,,395090,3502,201,4479199,2557706,,,,,,,,,,,55,4565,6206,2583704,26098,2583546,92,197,a63bafa5179128387cba2bbcda550ace2d7b0040,0,0,0,0,0,
20201202,WV,49905,7636,1109776,,posNeg,1159681,622,,164,,88,,32002,B,12/1/2020 23:59,2020-12-01T23:59:00Z,12/01 18:59,778,,2020-12-01T23:59:00Z,1152045,,,42269,739,39,,,21226,,,,,,,,,,54,1087,9567,1159681,10654,1159681,20,0,f9c14001d382eb96d974d080169d975d3ae83f31,0,0,0,0,0,
20201202,WY,34507,4541,141466,,totalTestsViral,408325,234,809,,,,,26568,B,12/2/2020 00:00,2020-12-02T00:00:00Z,12/01 19:00,230,809,2020-12-02T00:00:00Z,408325,30297,374015,29966,,,,170519,,,,,,,,,,,56,702,0,175973,-11262,175973,0,16,da57c3597f2f43f649074b758fe458f63dbd64be,0,0,0,0,0,
20201201,AK,31834,,986794,,totalTestsViral,1018628,155,749,,,21,,7165,A,12/1/2020 03:59,2020-12-01T03:59:00Z,11/30 22:59,122,749,2020-12-01T03:59:00Z,1018628,38921,978681,,122,,,,,,,,,,,,,,02,511,6721,1018628,7232,1018628,1,24,6c0d9dbaedf0d16c7d345f9928e37ce2dba3a0ec,0,0,0,0,0,
20201201,AL,252900,42863,1383805,,totalTestsPeopleViral,1593842,1785,25610,,2242,,1291,161946,A,12/1/2020 11:00,2020-12-01T11:00:00Z,12/01 06:00,3638,25610,2020-12-01T11:00:00Z,,,,210037,3280,358,,1593842,,,,71828,,,,,,,01,3376,7481,1636705,9495,1636705,60,272,3eaeef10a0724a8277069c597eb8af630579b460,0,0,0,0,0,
20201201,AR,159309,20111,1552255,,totalTestsViral,1691453,1074,9021,403,,195,994,140682,A+,12/1/2020 00:00,2020-12-01T00:00:00Z,11/30 19:00,2512,9021,2020-12-01T00:00:00Z,1691453,,1552255,139198,2304,208,,,,,,,,,141607,24423,21856,3300,05,1950,6854,1711564,7996,1711564,10,84,3b0277995180be5c38d5580749efebeba89c0629,0,0,0,0,0,
20201201,AS,0,,1988,,totalTestsViral,1988,,,,,,,,D,11/17/2020 00:00,2020-11-17T00:00:00Z,11/16 19:00,0,,2020-11-17T00:00:00Z,1988,,,0,,,,,,,,,,,,,,,60,0,0,1988,0,1988,0,0,6624db5a80c3ab56003683c32575976c74b534aa,0,0,0,0,0,
20201201,AZ,337139,10301,1945076,,totalTestsPeopleViral,2271914,2594,26072,597,,369,,53026,A+,12/1/2020 00:00,2020-12-01T00:00:00Z,11/30 19:00,6687,26072,2020-12-01T00:00:00Z,,,,326838,6191,496,,2271914,365224,,,,,,,,,,04,10322,8127,2282215,18225,2282215,48,286,0ecbb6723a2c67fe320a84513e6538154490caab,0,0,0,0,0,
20201201,CA,1225189,,22936124,,totalTestsViral,24161313,9049,,2000,,,,,B,12/1/2020 02:59,2020-12-01T02:59:00Z,11/30 21:59,19211,,2020-12-01T02:59:00Z,24161313,,,1225189,,,,,,,,,,,,,,,06,12221,123921,24161313,136142,24161313,70,0,ebf5606363a1878c435e41cb49d583482f79ee0a,0,0,0,0,0,
20201201,CO,237310,10356,1541144,,totalTestEncountersViral,3255541,1977,14116,,,,,12779,A,12/1/2020 01:59,2020-12-01T01:59:00Z,11/30 20:59,2695,14116,2020-12-01T01:59:00Z,,,,226954,,,3255541,1768098,207350,17222,189562,,,,,,,,08,4405,9800,1778454,36690,1778454,39,628,2bba923e462ccfd86dc7f08d7e6744edcb55b006,0,0,0,0,0,
20201201,CT,118754,7729,3167456,,posNeg,3286210,1152,12257,,,,,9800,C,11/30/2020 20:30,2020-11-30T20:30:00Z,11/30 15:30,5040,12257,2020-11-30T20:30:00Z,3278481,,,111025,4045,995,,,,,,,,,,,49816,,09,1459,23297,3286210,24756,3286210,20,0,0f9f09aa8b34fa8eaa9ae62ae9e9e51dea416f86,0,0,0,0,0,
20201201,DC,21685,,675724,,totalTestEncountersViral,697409,160,,43,,18,,15914,A+,11/30/2020 00:00,2020-11-30T00:00:00Z,11/29 19:00,685,,2020-11-30T00:00:00Z,,,,,,,697409,307336,,,,,,,,,,,11,133,2020,697409,2153,697409,5,0,ffa4cefbbce64238b633bf468ea90fc64b2f8fc0,0,0,0,0,0,
20201201,DE,36343,1380,390907,,totalTestEncountersViral,744188,246,,33,,,,17713,A+,11/30/2020 18:00,2020-11-30T18:00:00Z,11/30 13:00,777,,2020-11-30T18:00:00Z,,36848,,34963,683,94,744188,427250,,,,,,,,,,,10,689,2219,427250,3754,427250,5,0,ae493d7c7fc6435afebcdffdf698855d58444ad3,0,0,0,0,0,
20201201,FL,991910,87556,6295909,5661,totalTestEncountersViral,12517482,4282,55892,,,,,,A,11/30/2020 23:59,2020-11-30T23:59:00Z,11/30 18:59,18916,55892,2020-11-30T23:59:00Z,11152653,1286624,9813706,904354,18916,,12517482,7287819,650372,71851,578113,630838,69600,560932,,,,,12,8540,39477,7293480,89717,7287819,82,338,49220a955ad0353adec33fdba0693068fc5c5b3a,0,0,0,0,0,
20201201,GA,424929,,3914038,,totalTestsViral,4338967,2634,35063,,6536,,,,A+,12/1/2020 14:50,2020-12-01T14:50:00Z,12/01 09:50,9515,35063,2020-12-01T14:50:00Z,4338967,398641,,424929,8798,717,,,364644,36148,,,,,,51476,,,13,2796,21723,4338967,24519,4338967,63,239,85e0f83842499a53ad506d5e3c21573842bf6f43,0,0,0,0,0,
20201201,GU,6889,132,78149,,posNeg,85038,46,,10,,4,,5846,B,12/1/2020 06:30,2020-12-01T06:30:00Z,12/01 01:30,112,,2020-12-01T06:30:00Z,84906,,,6757,,,,,225,12,,,,,,,1662,127,66,37,582,85038,619,85038,0,0,153023d0f28ccac5015bf6dada30605103cd4f7f,0,0,0,0,0,
20201201,HI,18266,298,295153,,totalTestEncountersViral,673164,56,1288,24,,7,,11958,B,11/30/2020 05:59,2020-11-30T05:59:00Z,11/30 00:59,244,1288,2020-11-30T05:59:00Z,,17931,,17968,,,673164,308090,,,,,,,,,,,15,43,0,313419,3402,313419,0,1,c403415a32c562d30e0bea71db584ac74aa66437,0,0,0,0,0,
20201201,IA,203398,,869594,,posNeg,1072992,1172,,235,,144,,137431,A+,12/1/2020 00:00,2020-12-01T00:00:00Z,11/30 19:00,2431,,2020-12-01T00:00:00Z,,,,203398,,,,1075131,,,,76167,4899,71228,141534,28011,,,19,988,1188,1072992,2176,1072992,28,0,b07fe7cf8d3311ecc28c34301095c786e3219a39,0,0,0,0,0,
20201201,ID,101698,15427,388405,,totalTestsPeopleViral,474676,446,4049,110,756,,,40929,A,11/30/2020 19:00,2020-11-30T19:00:00Z,11/30 14:00,929,4049,2020-11-30T19:00:00Z,716978,,,86271,854,75,,474676,,,,,,,,,31219,,16,1214,799,490103,1639,490103,9,71,1468f830dd9421c139f276b910f4810a3291b2b3,0,0,0,0,0,
20201201,IL,738846,6259,9875233,,posNeg,10614079,5835,,1195,,721,,,A,12/1/2020 00:00,2020-12-01T00:00:00Z,11/30 19:00,13131,,2020-12-01T00:00:00Z,10614079,,,447491,12403,728,,,,,,,,,,,,,17,12542,103539,10614079,116081,10614079,146,0,9f232cc2ed5595aacd96825b4d71560af621f3d7,0,0,0,0,0,
20201201,IN,344373,,1872885,,totalTestsViral,4295987,3460,26424,990,4794,386,,203214,A+,11/30/2020 23:59,2020-11-30T23:59:00Z,11/30 18:59,5864,26424,2020-11-30T23:59:00Z,4295987,313886,,,5598,266,,2217258,,,,,,,,,,,18,5396,7281,2217258,36023,2217258,141,406,06bef0e56deecc558eb63a136ae7fc49d79891b9,0,0,0,0,0,
20201201,KS,157446,,665438,,posNeg,822884,854,5105,227,1353,92,395,3403,A+,11/30/2020 10:00,2020-11-30T10:00:00Z,11/30 05:00,1560,5105,2020-11-30T10:00:00Z,,,,,,,,822884,,,,,,,,,,,20,0,0,822884,0,822884,0,0,b72f92c2db527e4a9c31a3056d0ed6db0910e2b1,0,0,0,0,0,
20201201,KY,183168,31640,2456724,,totalTestsViral,2608252,1777,10190,441,2482,241,,28486,B,12/1/2020 00:00,2020-12-01T00:00:00Z,11/30 19:00,1943,10190,2020-12-01T00:00:00Z,2608252,,,151528,1874,69,,,95530,,,,,,,,112401,,21,4127,22028,2639892,25132,2639892,35,136,a014e961470bdc675751d991bed4b010a5cb92be,0,0,0,0,0,
20201201,LA,237740,13330,3216711,,posNeg,3454451,1280,,,,128,,192488,A,12/1/2020 13:00,2020-12-01T13:00:00Z,12/01 08:00,6455,,2020-12-01T13:00:00Z,3441121,,,224410,6194,261,,,,,,,,,,,111778,,22,5326,45406,3454451,50732,3454451,35,0,0c1a08c821db2d24ff5c40223ff6f6d3ab21b71c,0,0,0,0,0,
20201201,MA,229205,8031,3142496,,totalTestsViral,8460417,1191,14139,239,,130,,155473,A+,11/30/2020 23:59,2020-11-30T23:59:00Z,11/30 18:59,10778,14139,2020-11-30T23:59:00Z,8460417,277245,,221174,10542,236,,3363670,,,,132492,12130,,265989,,,,25,3073,15282,3371701,59833,3371701,30,0,484863644c1c5151c249eed4d5e8c60b04f7395f,0,0,0,0,0,
20201201,MD,201135,,2156576,,totalTestsViral,4460445,1583,21206,350,,,,8613,A,12/1/2020 10:00,2020-12-01T10:00:00Z,12/01 05:00,4673,21206,2020-12-01T10:00:00Z,4460445,240267,,201135,4516,157,,2357711,,,,158510,15413,143097,,,,,24,2765,10037,2357711,30696,2357711,32,155,44a9b00c0976512ef43e7160cb12064b97d40898,0,0,0,0,0,
20201201,ME,11976,1301,869733,,posNeg,881709,139,709,48,,22,,9364,A+,11/30/2020 23:59,2020-11-30T23:59:00Z,11/30 18:59,214,709,2020-11-30T23:59:00Z,880408,14230,865642,10675,213,1,,,12770,399,12359,,,,,,20638,686,23,219,5691,881709,5910,881709,20,10,cd6eff7bd3bf3ade27f7c2a3c1d883ee655946bd,0,0,0,0,0,
20201201,MI,395453,29211,6321136,,posNeg,6716589,4310,,874,,526,,165269,A+,12/1/2020 00:00,2020-12-01T00:00:00Z,11/30 19:00,9759,,2020-12-01T00:00:00Z,6787153,466017,6321136,366242,9324,435,,,369466,,,,,,,,,,26,6511,32742,6716589,39253,6716589,195,0,cc624ab7907ec4d1f9a972a25e616aab49328d7e,0,0,0,0,0,
